pathway_id	pathway	pathway_score	geomean	min_edge_score	n_edges	grade_A	grade_B	grade_C	grade_D	edge_details
30	Unique Path #30 (Original #42): EGFR → SHC1 → ERBB4 → ERBB3	0.38	0.38	0.38	3	0	0	3	0	Unique Path #30 (Original #42): EGFR→SHC1[C:0.38]; SHC1→ERBB4[C:0.38]; ERBB4→ERBB3[C:0.38]
33	Unique Path #33 (Original #46): EGFR → SHC1 → ERBB2 → ERBIN	0.38	0.38	0.38	3	0	0	3	0	Unique Path #33 (Original #46): EGFR→SHC1[C:0.38]; SHC1→ERBB2[C:0.38]; ERBB2→ERBIN[C:0.38]
40	Unique Path #40 (Original #65): EGFR → SOS1 → SHC1	0.38	0.38	0.38	2	0	0	2	0	Unique Path #40 (Original #65): EGFR→SOS1[C:0.38]; SOS1→SHC1[C:0.38]
41	Unique Path #41 (Original #69): EGFR → ERBB2 → ERBIN	0.38	0.38	0.38	2	0	0	2	0	Unique Path #41 (Original #69): EGFR→ERBB2[C:0.38]; ERBB2→ERBIN[C:0.38]
47	Unique Path #47 (Original #82): EGFR → ERBB2 → SHC1 → ERBB3	0.38	0.38	0.38	3	0	0	3	0	Unique Path #47 (Original #82): EGFR→ERBB2[C:0.38]; ERBB2→SHC1[C:0.38]; SHC1→ERBB3[C:0.38]
48	Unique Path #48 (Original #86): EGFR → ERBB3 → ERBB2 → ERBIN	0.38	0.38	0.38	3	0	0	3	0	Unique Path #48 (Original #86): EGFR→ERBB3[C:0.38]; ERBB3→ERBB2[C:0.38]; ERBB2→ERBIN[C:0.38]
52	Unique Path #52 (Original #124): EGFR → SOS1 → SHC1 → ERBB3	0.38	0.38	0.38	3	0	0	3	0	Unique Path #52 (Original #124): EGFR→SOS1[C:0.38]; SOS1→SHC1[C:0.38]; SHC1→ERBB3[C:0.38]
53	Unique Path #53 (Original #125): EGFR → SHC1	0.38	0.38	0.38	1	0	0	1	0	Unique Path #53 (Original #125): EGFR→SHC1[C:0.38]
16	Unique Path #16 (Original #24): EGFR → PIK3CA → PIK3R1 → PIK3R2	0.361	0.465	0.12	3	2	0	0	1	Unique Path #16 (Original #24): EGFR→PIK3CA[D:0.12]; PIK3CA→PIK3R1[A:0.90]; PIK3R1→PIK3R2[A:0.93]
29	Unique Path #29 (Original #40): EGFR → PIK3CA → PIK3R2 → PIK3R1	0.361	0.465	0.12	3	2	0	0	1	Unique Path #29 (Original #40): EGFR→PIK3CA[D:0.12]; PIK3CA→PIK3R2[A:0.90]; PIK3R2→PIK3R1[A:0.93]
4	Unique Path #4 (Original #4): EGFR → NRG1 → ERBB3 → GRB2	0.325	0.413	0.12	3	1	1	0	1	Unique Path #4 (Original #4): EGFR→NRG1[D:0.12]; NRG1→ERBB3[B:0.65]; ERBB3→GRB2[A:0.90]
12	Unique Path #12 (Original #18): EGFR → PIK3CA → PIK3R2 → PIK3R3	0.277	0.345	0.12	3	1	0	1	1	Unique Path #12 (Original #18): EGFR→PIK3CA[D:0.12]; PIK3CA→PIK3R2[A:0.90]; PIK3R2→PIK3R3[C:0.38]
27	Unique Path #27 (Original #38): EGFR → PIK3CA → PIK3R1 → CBL	0.277	0.345	0.12	3	1	0	1	1	Unique Path #27 (Original #38): EGFR→PIK3CA[D:0.12]; PIK3CA→PIK3R1[A:0.90]; PIK3R1→CBL[C:0.38]
35	Unique Path #35 (Original #51): EGFR → SHC1 → SOS2 → GRB2	0.277	0.345	0.12	3	1	0	1	1	Unique Path #35 (Original #51): EGFR→SHC1[C:0.38]; SHC1→SOS2[D:0.12]; SOS2→GRB2[A:0.90]
38	Unique Path #38 (Original #60): EGFR → PIK3CA → PIK3R3 → PIK3R2	0.277	0.345	0.12	3	1	0	1	1	Unique Path #38 (Original #60): EGFR→PIK3CA[D:0.12]; PIK3CA→PIK3R3[C:0.38]; PIK3R3→PIK3R2[A:0.90]
39	Unique Path #39 (Original #64): EGFR → PIK3CA → PIK3R2	0.266	0.329	0.12	2	1	0	0	1	Unique Path #39 (Original #64): EGFR→PIK3CA[D:0.12]; PIK3CA→PIK3R2[A:0.90]
50	Unique Path #50 (Original #98): EGFR → PIK3CA → PIK3R1	0.266	0.329	0.12	2	1	0	0	1	Unique Path #50 (Original #98): EGFR→PIK3CA[D:0.12]; PIK3CA→PIK3R1[A:0.90]
42	Unique Path #42 (Original #70): EGFR → NRG1 → ERBB3 → SHC1	0.253	0.309	0.12	3	0	1	1	1	Unique Path #42 (Original #70): EGFR→NRG1[D:0.12]; NRG1→ERBB3[B:0.65]; ERBB3→SHC1[C:0.38]
24	Unique Path #24 (Original #33): EGFR → NRG1 → ERBB3	0.231	0.279	0.12	2	0	1	0	1	Unique Path #24 (Original #33): EGFR→NRG1[D:0.12]; NRG1→ERBB3[B:0.65]
36	Unique Path #36 (Original #53): EGFR → PIK3CA → PIK3R3	0.185	0.214	0.12	2	0	0	1	1	Unique Path #36 (Original #53): EGFR→PIK3CA[D:0.12]; PIK3CA→PIK3R3[C:0.38]
46	Unique Path #46 (Original #81): EGFR → TGFA → ERBB3	0.185	0.214	0.12	2	0	0	1	1	Unique Path #46 (Original #81): EGFR→TGFA[D:0.12]; TGFA→ERBB3[C:0.38]
